Customer ID,Top_Feature,SHAP_Value,Influence
0575-CUQOV,Contract,-0.75648314,Negative (抑制流失)
5329-KRDTM,Contract,0.65938467,Positive (促使流失)
0707-HOVVN,Contract,-1.7286332,Negative (抑制流失)
9518-XXBXE,Contract,0.56900215,Positive (促使流失)
0423-UDIJQ,Contract,-1.9892098,Negative (抑制流失)
9029-FEGVJ,Contract,-1.4006793,Negative (抑制流失)
8999-XXGNS,Contract,0.5951448,Positive (促使流失)
0471-ARVMX,Number of Referrals,-1.4369862,Negative (抑制流失)
7524-VRLPL,Number of Referrals,0.8325633,Positive (促使流失)
4884-TVUQF,Contract,0.6454731,Positive (促使流失)
8065-BVEPF,Number of Referrals,-0.7946289,Negative (抑制流失)
6350-XFYGW,Contract,0.75590086,Positive (促使流失)
8755-IWJHN,Number of Referrals,-1.8298317,Negative (抑制流失)
4480-QQRHC,Contract,-0.7534701,Negative (抑制流失)
0929-PECLO,Number of Referrals,0.65826166,Positive (促使流失)
9470-YFUYI,Contract,0.63163596,Positive (促使流失)
7402-EYFXX,Contract,-1.4503903,Negative (抑制流失)
1986-PHGZF,Contract,0.6186293,Positive (促使流失)
8024-XNAFQ,Contract,0.70881164,Positive (促使流失)
2988-GBIVW,Contract,-1.3714074,Negative (抑制流失)
5956-YHHRX,Contract,-1.4433837,Negative (抑制流失)
6008-NAIXK,Contract,-0.81483924,Negative (抑制流失)
4007-NHVHI,Contract,-1.3499889,Negative (抑制流失)
8979-CAMGB,Contract,-1.6969289,Negative (抑制流失)
7813-ZGGAW,Number of Referrals,-1.7567778,Negative (抑制流失)
6583-KQJLK,Contract,-0.62702733,Negative (抑制流失)
6139-ZZRBQ,Number of Referrals,-2.5199034,Negative (抑制流失)
7594-LZNWR,Number of Referrals,-1.5393782,Negative (抑制流失)
3996-ZNWYK,Number of Referrals,0.73807204,Positive (促使流失)
8760-ZRHKE,Number of Referrals,-1.9597708,Negative (抑制流失)
5216-WASFJ,Contract,0.7143917,Positive (促使流失)
4948-WBBKL,Number of Referrals,0.6987946,Positive (促使流失)
8348-JLBUG,Contract,0.774816,Positive (促使流失)
3339-EAQNV,Number of Referrals,0.7356048,Positive (促使流失)
5730-RIITO,charge_per_tenure,0.75759184,Positive (促使流失)
7515-LODFU,Contract,-1.5912923,Negative (抑制流失)
8041-TMEID,Number of Referrals,0.9191967,Positive (促使流失)
6941-KXRRV,Contract,-0.5669476,Negative (抑制流失)
4501-UYKBC,Contract,-0.47949135,Negative (抑制流失)
5304-EFJLP,Contract,0.56113434,Positive (促使流失)
8875-AKBYH,Contract,-1.4581664,Negative (抑制流失)
0533-UCAAU,Number of Referrals,-1.4395871,Negative (抑制流失)
1394-SUIUH,Contract,-1.5516063,Negative (抑制流失)
8565-WUXZU,Contract,-1.0061501,Negative (抑制流失)
2055-BFOCC,Contract,-1.437625,Negative (抑制流失)
4584-LBNMK,Contract,-1.4560354,Negative (抑制流失)
3898-GUYTS,Contract,0.58511007,Positive (促使流失)
3703-KBKZP,Contract,0.7851846,Positive (促使流失)
5117-IFGPS,Number of Referrals,-1.6675063,Negative (抑制流失)
2197-OMWGI,Contract,-1.4263431,Negative (抑制流失)
7852-LECYP,Number of Referrals,-1.7362431,Negative (抑制流失)
8595-SIZNC,charge_per_tenure,-0.64174414,Negative (抑制流失)
8920-NAVAY,Number of Referrals,-2.2423687,Negative (抑制流失)
9699-UBQFS,Contract,-0.65015596,Negative (抑制流失)
1261-FWTTE,Contract,-0.7535868,Negative (抑制流失)
3528-HFRIQ,Contract,0.69280845,Positive (促使流失)
3320-VEOYC,Contract,0.6447004,Positive (促使流失)
9758-MFWGD,Contract,0.7076497,Positive (促使流失)
1360-JYXKQ,Number of Referrals,0.7769155,Positive (促使流失)
6925-BAYGL,Contract,-1.350811,Negative (抑制流失)
4135-FRWKJ,Contract,-1.3271568,Negative (抑制流失)
6551-ZCOTS,Number of Referrals,1.008669,Positive (促使流失)
5995-SNNEW,Number of Referrals,-2.7074866,Negative (抑制流失)
5371-VYLSX,Contract,-0.41898265,Negative (抑制流失)
4128-ETESU,Number of Referrals,-1.6601437,Negative (抑制流失)
3295-YVUSR,Contract,0.6730599,Positive (促使流失)
8016-NCFVO,Contract,-0.64351624,Negative (抑制流失)
4119-ZYPZY,Contract,0.76776373,Positive (促使流失)
1078-TDCRN,Number of Referrals,-1.799624,Negative (抑制流失)
5439-WIKXB,Contract,0.7849953,Positive (促使流失)
2080-CAZNM,Contract,-0.60634696,Negative (抑制流失)
1028-FFNJK,Number of Referrals,-2.2670848,Negative (抑制流失)
3001-UNBTL,Contract,-0.71049726,Negative (抑制流失)
0786-IVLAW,Contract,0.62823623,Positive (促使流失)
4282-ACRXS,Number of Referrals,-2.1969972,Negative (抑制流失)
7668-XCFYV,Number of Referrals,1.020657,Positive (促使流失)
5336-UFNZP,Number of Referrals,-1.7081,Negative (抑制流失)
9233-PSYHO,Contract,-1.6273553,Negative (抑制流失)
8777-MBMTS,Number of Referrals,-0.6992904,Negative (抑制流失)
2615-YVMYX,Contract,0.52930146,Positive (促使流失)
2851-STERV,Contract,-0.52908355,Negative (抑制流失)
5419-JKZNQ,Number of Referrals,-1.1643348,Negative (抑制流失)
1409-PHXTF,Contract,-1.0837187,Negative (抑制流失)
9591-YVTEB,Number of Referrals,0.5971502,Positive (促使流失)
9309-BZGNT,Contract,-1.2749103,Negative (抑制流失)
8075-GXIUB,Number of Referrals,-0.8318695,Negative (抑制流失)
6723-WSNTY,Contract,0.674164,Positive (促使流失)
2144-BFDSO,Contract,0.57693374,Positive (促使流失)
5647-FXOTP,Contract,0.65563864,Positive (促使流失)
6078-VESFR,Contract,-1.6048478,Negative (抑制流失)
9866-OCCKE,Contract,-1.0779524,Negative (抑制流失)
2786-GCDPI,charge_per_tenure,-0.6157888,Negative (抑制流失)
3733-UOCWF,Number of Referrals,-2.2989118,Negative (抑制流失)
8490-BXHEO,charge_per_tenure,-0.6213683,Negative (抑制流失)
7173-TETGO,Contract,0.58450997,Positive (促使流失)
6435-VWCCY,Contract,-1.4622246,Negative (抑制流失)
6726-NNFWD,Contract,-1.42928,Negative (抑制流失)
7856-GANIL,Contract,0.65953296,Positive (促使流失)
0248-PGHBZ,Contract,-1.6834279,Negative (抑制流失)
7472-EQOAV,Contract,0.6692159,Positive (促使流失)
5985-BEHZK,Contract,-1.456032,Negative (抑制流失)
9279-CJEOJ,Number of Referrals,-0.8729143,Negative (抑制流失)
8029-XYPWT,Number of Referrals,-1.1961098,Negative (抑制流失)
6646-JPPHA,Contract,0.57950306,Positive (促使流失)
7658-UYUQS,Contract,0.681596,Positive (促使流失)
8746-BFOAJ,Contract,-0.603699,Negative (抑制流失)
8023-QHAIO,Number of Referrals,-1.1674767,Negative (抑制流失)
8133-ANHHJ,Contract,0.56861216,Positive (促使流失)
1707-HABPF,Contract,0.75280476,Positive (促使流失)
6847-KJLTS,Contract,-1.3331329,Negative (抑制流失)
4619-EVPHY,Contract,-0.54362166,Negative (抑制流失)
4462-CYWMH,Contract,-0.7992605,Negative (抑制流失)
9334-GWGOW,Contract,0.53811294,Positive (促使流失)
4291-HYEBC,Number of Referrals,0.8998493,Positive (促使流失)
1576-PFZIW,Contract,0.6497568,Positive (促使流失)
0147-ESWWR,Contract,0.61550844,Positive (促使流失)
1217-VASWC,Contract,-0.7958645,Negative (抑制流失)
2522-WLNSF,Number of Referrals,-2.2304244,Negative (抑制流失)
5327-XOKKY,Contract,-1.5561486,Negative (抑制流失)
3312-ZWLGF,Number of Referrals,-2.0202153,Negative (抑制流失)
0795-XCCTE,Number of Referrals,0.69135404,Positive (促使流失)
7072-MBHEV,Number of Referrals,-1.5041131,Negative (抑制流失)
8050-DVOJX,Number of Referrals,-1.2230723,Negative (抑制流失)
8169-SAEJD,Contract,0.5982721,Positive (促使流失)
1580-BMCMR,Contract,-1.2658271,Negative (抑制流失)
4199-QHJNM,Number of Referrals,-1.61671,Negative (抑制流失)
5135-GRQJV,Contract,0.6559869,Positive (促使流失)
2384-OVPSA,Contract,-1.6216979,Negative (抑制流失)
1371-WEPDS,Contract,-0.7782294,Negative (抑制流失)
3349-ANQNH,Contract,0.59266436,Positive (促使流失)
5937-EORGB,Contract,-1.4228356,Negative (抑制流失)
5539-HIVAK,Contract,0.77693665,Positive (促使流失)
4583-PARNH,Contract,0.54851896,Positive (促使流失)
1421-HCERK,Contract,-1.4587463,Negative (抑制流失)
0716-BQNDX,Contract,-1.5478222,Negative (抑制流失)
1162-ECVII,Contract,-2.0150633,Negative (抑制流失)
8695-ARGXZ,Number of Referrals,0.73880744,Positive (促使流失)
1697-NVVGY,Contract,-0.6136155,Negative (抑制流失)
9112-WSNPU,Number of Referrals,-1.9697434,Negative (抑制流失)
4976-LNFVV,Number of Referrals,-1.6278306,Negative (抑制流失)
2077-MPJQO,Contract,0.7292469,Positive (促使流失)
1480-IVEVR,Contract,0.9397399,Positive (促使流失)
4118-CEVPF,Contract,0.4838924,Positive (促使流失)
2428-HYUNX,Contract,0.5417483,Positive (促使流失)
9693-XMUOB,Number of Referrals,-1.1346955,Negative (抑制流失)
1635-NZATJ,Contract,-0.72292095,Negative (抑制流失)
9943-VSZUV,Number of Referrals,-1.3667299,Negative (抑制流失)
9355-NPPFS,Number of Referrals,0.99803185,Positive (促使流失)
5828-DWPIL,Contract,0.7629527,Positive (促使流失)
2931-FSOHN,Contract,-1.5784252,Negative (抑制流失)
9971-ZWPBF,Number of Referrals,-1.5098816,Negative (抑制流失)
8421-WZOOW,Contract,-0.467195,Negative (抑制流失)
2957-JIRMN,charge_per_tenure,0.8213474,Positive (促使流失)
5271-DBYSJ,Number of Referrals,0.6943161,Positive (促使流失)
3915-ODIYG,Contract,-1.9825375,Negative (抑制流失)
5671-UUNXD,Contract,0.5551411,Positive (促使流失)
4698-KVLLG,Number of Referrals,0.68143934,Positive (促使流失)
0282-NVSJS,Contract,-1.6260262,Negative (抑制流失)
7537-CBQUZ,Number of Referrals,0.68893605,Positive (促使流失)
4750-UKWJK,Number of Referrals,-1.7264132,Negative (抑制流失)
4884-ZTHVF,Contract,-0.716269,Negative (抑制流失)
3055-OYMSE,Number of Referrals,-2.4080043,Negative (抑制流失)
1468-DEFNC,Contract,-0.6900649,Negative (抑制流失)
9605-WGJVW,Contract,0.88334787,Positive (促使流失)
4627-MIHJH,Contract,-1.38633,Negative (抑制流失)
5553-AOINX,Contract,0.8343811,Positive (促使流失)
3258-SANFR,Contract,-0.6785815,Negative (抑制流失)
4833-QTJNO,Contract,-1.5659811,Negative (抑制流失)
2322-VCZHZ,Contract,0.7215464,Positive (促使流失)
6383-ZTSIW,Contract,-0.886819,Negative (抑制流失)
0118-JPNOY,Contract,-1.643584,Negative (抑制流失)
9000-PLFUZ,Contract,0.7322767,Positive (促使流失)
7779-ORAEL,Contract,-1.3400816,Negative (抑制流失)
0644-OQMDK,Monthly Charge,0.5243814,Positive (促使流失)
1658-XUHBX,Number of Referrals,0.7182743,Positive (促使流失)
2378-HTWFW,Number of Referrals,-1.3065624,Negative (抑制流失)
3719-TDVQB,Contract,-1.0608617,Negative (抑制流失)
0201-MIBOL,Contract,0.60194296,Positive (促使流失)
8495-PRWFH,Number of Referrals,-1.5921754,Negative (抑制流失)
0439-IFYUN,Contract,0.5248136,Positive (促使流失)
6458-CYIDZ,Number of Referrals,-1.7376108,Negative (抑制流失)
1932-UEDCX,Number of Referrals,-2.156338,Negative (抑制流失)
5188-HGMLP,Contract,-0.5647088,Negative (抑制流失)
5331-RGMTT,Contract,-1.3520131,Negative (抑制流失)
4476-OSWTN,Number of Referrals,-1.8693461,Negative (抑制流失)
6726-WEXXK,Contract,0.5476536,Positive (促使流失)
4023-RTIQM,Contract,0.6052536,Positive (促使流失)
7872-RDDLZ,Number of Referrals,-1.542122,Negative (抑制流失)
3162-KKZXO,Contract,0.5712872,Positive (促使流失)
8904-OPDCK,Contract,-1.5584662,Negative (抑制流失)
6048-QBXKL,Contract,0.6783242,Positive (促使流失)
6734-FQAJX,Contract,0.68437237,Positive (促使流失)
2378-VTKDH,Contract,-1.3769358,Negative (抑制流失)
2974-GGUXS,Contract,0.77640826,Positive (促使流失)
7994-XIRTR,Contract,-1.6642346,Negative (抑制流失)
5298-GSTLM,charge_per_tenure,-0.5816047,Negative (抑制流失)
6121-TNHBO,Contract,0.7857394,Positive (促使流失)
5119-NZPTV,Number of Referrals,-0.877037,Negative (抑制流失)
3865-ZYKAD,Contract,0.6470393,Positive (促使流失)
2205-LPVGL,Number of Referrals,-1.3927958,Negative (抑制流失)
4868-AADLV,Contract,0.72220176,Positive (促使流失)
3256-EZDBI,Contract,0.5810073,Positive (促使流失)
4726-DLWQN,Contract,-1.4941047,Negative (抑制流失)
3518-FSTWG,Number of Referrals,-1.4905075,Negative (抑制流失)
0230-UBYPQ,Contract,0.65197563,Positive (促使流失)
1763-KUAAW,Contract,0.77775705,Positive (促使流失)
1104-TNLZA,Contract,0.6286169,Positive (促使流失)
5195-KPUNQ,Contract,0.8131192,Positive (促使流失)
3908-MKIMJ,Contract,0.7663928,Positive (促使流失)
6969-MVBAI,Contract,-1.7141067,Negative (抑制流失)
2453-SAFNS,Contract,-0.6917768,Negative (抑制流失)
7426-GSWPO,Number of Referrals,-0.86431694,Negative (抑制流失)
4909-JOUPP,Contract,-1.648806,Negative (抑制流失)
6437-UDQJM,Contract,-0.7011747,Negative (抑制流失)
1226-IENZN,Number of Referrals,-1.7577496,Negative (抑制流失)
3411-WLRSQ,Contract,-0.76002914,Negative (抑制流失)
0822-QGCXA,Contract,0.5391899,Positive (促使流失)
3588-WSTTJ,Contract,0.7002766,Positive (促使流失)
3798-EPWRR,Contract,-1.4135969,Negative (抑制流失)
2452-MRMZF,Contract,0.7006587,Positive (促使流失)
4989-LIXVT,Contract,0.6093006,Positive (促使流失)
5481-NTDOH,Contract,-0.70445913,Negative (抑制流失)
0749-IRGQE,Number of Referrals,-1.6722132,Negative (抑制流失)
1754-GKYPY,Contract,0.6123469,Positive (促使流失)
1591-MQJTP,Contract,0.7144418,Positive (促使流失)
7471-MQPOS,Contract,0.5567761,Positive (促使流失)
3259-KNMRR,Number of Referrals,-1.7104185,Negative (抑制流失)
6120-RJKLU,Contract,0.73257196,Positive (促使流失)
4323-OHFOW,Contract,-1.5800629,Negative (抑制流失)
6563-VNPMN,Contract,-1.3810399,Negative (抑制流失)
2267-WTPYD,Contract,-0.7194872,Negative (抑制流失)
9129-UXERG,Contract,-2.0954347,Negative (抑制流失)
6229-LSCKB,Number of Referrals,-1.8071624,Negative (抑制流失)
6127-IYJOZ,Contract,-1.6650151,Negative (抑制流失)
8065-QBYTO,Contract,0.7906219,Positive (促使流失)
7921-LMDFQ,Contract,-2.0108366,Negative (抑制流失)
5820-PTRYM,Contract,0.6475364,Positive (促使流失)
6211-WHMYA,Contract,-0.5939276,Negative (抑制流失)
3454-JFUBC,Contract,0.6625585,Positive (促使流失)
2451-YMUXS,Number of Referrals,-2.1845787,Negative (抑制流失)
4690-PKDQG,Contract,0.7469192,Positive (促使流失)
7789-CRUVC,Number of Referrals,-1.8429596,Negative (抑制流失)
9972-VAFJJ,Contract,0.6763023,Positive (促使流失)
5981-ZVXOT,Contract,-1.3736129,Negative (抑制流失)
2274-XUATA,Contract,0.63832176,Positive (促使流失)
0666-UXTJO,Contract,0.7061613,Positive (促使流失)
1035-IPQPU,Contract,0.6834009,Positive (促使流失)
2235-DWLJU,Contract,-1.7145561,Negative (抑制流失)
3605-JISKB,Contract,-1.5281036,Negative (抑制流失)
3668-QPYBK,Contract,-1.4753157,Negative (抑制流失)
9237-HQITU,Number of Referrals,0.9943989,Positive (促使流失)
9305-CDSKC,Number of Referrals,-1.7032032,Negative (抑制流失)
7892-POOKP,Contract,-0.5551516,Negative (抑制流失)
0280-XJGEX,Age,0.8060495,Positive (促使流失)
4190-MFLUW,Contract,-1.4123049,Negative (抑制流失)
1066-JKSGK,Contract,0.7085277,Positive (促使流失)
6467-CHFZW,Contract,0.45019275,Positive (促使流失)
8665-UTDHZ,Number of Referrals,-0.6799019,Negative (抑制流失)
8773-HHUOZ,Contract,0.77511215,Positive (促使流失)
6047-YHPVI,Contract,0.60790706,Positive (促使流失)
5380-WJKOV,Contract,-1.8210858,Negative (抑制流失)
8168-UQWWF,Contract,-1.1698148,Negative (抑制流失)
7760-OYPDY,charge_per_tenure,0.77457905,Positive (促使流失)
9420-LOJKX,Contract,-1.3437742,Negative (抑制流失)
5698-BQJOH,Contract,0.80809087,Positive (促使流失)
5919-TMRGD,charge_per_tenure,0.7771615,Positive (促使流失)
9191-MYQKX,Contract,0.8603453,Positive (促使流失)
8637-XJIVR,Contract,-0.94670445,Negative (抑制流失)
0278-YXOOG,Contract,0.5942813,Positive (促使流失)
3192-NQECA,Contract,-1.4970989,Negative (抑制流失)
0486-HECZI,Number of Referrals,0.9975152,Positive (促使流失)
5299-RULOA,Contract,0.6241633,Positive (促使流失)
0404-SWRVG,Contract,0.56923264,Positive (促使流失)
6207-WIOLX,Contract,0.5166576,Positive (促使流失)
3091-FYHKI,Contract,0.7481386,Positive (促使流失)
2372-HWUHI,Contract,-1.4380369,Negative (抑制流失)
4080-OGPJL,Contract,-1.6406754,Negative (抑制流失)
2135-RXIHG,Number of Referrals,-0.8913833,Negative (抑制流失)
3874-EQOEP,Number of Referrals,0.7643125,Positive (促使流失)
0867-MKZVY,Contract,0.59965956,Positive (促使流失)
3376-BMGFE,Contract,0.7780259,Positive (促使流失)
1875-QIVME,Contract,-1.18622,Negative (抑制流失)
0691-JVSYA,Contract,0.7034593,Positive (促使流失)
6317-YPKDH,Contract,-1.4718105,Negative (抑制流失)
9367-WXLCH,Contract,-0.87359405,Negative (抑制流失)
1918-ZBFQJ,Contract,0.81665236,Positive (促使流失)
1024-GUALD,Contract,-1.4554514,Negative (抑制流失)
2472-OVKUP,Number of Referrals,-2.1559033,Negative (抑制流失)
1285-OKIPP,Contract,0.9145571,Positive (促使流失)
7825-ECJRF,Number of Referrals,0.8474995,Positive (促使流失)
7841-TZDMQ,Contract,-1.8630803,Negative (抑制流失)
9408-SSNVZ,Contract,0.7050284,Positive (促使流失)
0742-MOABM,Contract,-1.3568543,Negative (抑制流失)
2232-DMLXU,Contract,0.8283371,Positive (促使流失)
8937-RDTHP,Contract,-1.237762,Negative (抑制流失)
1251-KRREG,Contract,0.68614984,Positive (促使流失)
0322-YINQP,Number of Referrals,-1.0772291,Negative (抑制流失)
4629-NRXKX,Number of Referrals,-1.8685043,Negative (抑制流失)
4959-JOSRX,Contract,0.73450124,Positive (促使流失)
6323-AYBRX,Contract,-1.4150977,Negative (抑制流失)
6366-ZGQGL,Number of Referrals,-2.5658596,Negative (抑制流失)
5940-AHUHD,Number of Referrals,0.6732346,Positive (促使流失)
6432-TWQLB,Contract,-1.2825311,Negative (抑制流失)
4484-GLZOU,Contract,0.66175616,Positive (促使流失)
9512-UIBFX,Contract,0.81957555,Positive (促使流失)
5583-SXDAG,Number of Referrals,0.9924698,Positive (促使流失)
3580-REOAC,Monthly Charge,0.5057753,Positive (促使流失)
6390-DSAZX,Age,0.86586004,Positive (促使流失)
7563-BIUPC,Number of Referrals,-0.72921824,Negative (抑制流失)
2321-OMBXY,Contract,-0.64379054,Negative (抑制流失)
0122-OAHPZ,Contract,-1.6692691,Negative (抑制流失)
2868-SNELZ,Contract,-1.3375463,Negative (抑制流失)
4322-RCYMT,charge_per_tenure,0.70441276,Positive (促使流失)
6680-NENYN,Contract,-1.7733567,Negative (抑制流失)
1343-EHPYB,Contract,-1.2648937,Negative (抑制流失)
2034-GDRCN,Contract,-1.5177176,Negative (抑制流失)
0219-YTZUE,Contract,-1.1294345,Negative (抑制流失)
4572-DVCGN,Contract,-0.78763723,Negative (抑制流失)
1010-DIAUQ,Contract,0.73276466,Positive (促使流失)
0259-GBZSH,Number of Referrals,-1.9668945,Negative (抑制流失)
9601-BRXPO,charge_per_tenure,-0.55545175,Negative (抑制流失)
6905-NIQIN,Contract,0.52870667,Positive (促使流失)
5167-ZFFMM,Contract,0.6108303,Positive (促使流失)
6599-CEBNN,Number of Referrals,0.89971274,Positive (促使流失)
0979-PHULV,Contract,0.9247065,Positive (促使流失)
4800-VHZKI,Contract,0.8181917,Positive (促使流失)
7989-CHGTL,Age,0.6940058,Positive (促使流失)
0578-SKVMF,Number of Referrals,-2.4861424,Negative (抑制流失)
9063-ZGTUY,Contract,-0.6933699,Negative (抑制流失)
2957-LOLHO,Number of Referrals,-1.344967,Negative (抑制流失)
7752-XUSCI,Contract,0.79359263,Positive (促使流失)
4110-PFEUZ,Contract,0.46613535,Positive (促使流失)
0256-LTHVJ,Number of Referrals,-2.4901967,Negative (抑制流失)
0880-TKATG,charge_per_tenure,-0.61618096,Negative (抑制流失)
3811-VBYBZ,Contract,-1.3472838,Negative (抑制流失)
4640-UHDOS,Number of Referrals,-2.2980764,Negative (抑制流失)
3583-EKAPL,Contract,0.7185566,Positive (促使流失)
9399-APLBT,Number of Referrals,-1.5625206,Negative (抑制流失)
2359-KMGLI,Number of Referrals,-1.4730648,Negative (抑制流失)
0306-JAELE,Number of Referrals,-1.3928893,Negative (抑制流失)
6227-HWPWX,Contract,0.8793919,Positive (促使流失)
0447-BEMNG,Contract,0.5824539,Positive (促使流失)
5949-XIKAE,Contract,0.6959281,Positive (促使流失)
8372-JUXUI,Number of Referrals,0.8227696,Positive (促使流失)
0388-EOPEX,Contract,-1.8287951,Negative (抑制流失)
8205-OTCHB,Contract,-1.421582,Negative (抑制流失)
7783-YKGDV,Contract,-1.3730069,Negative (抑制流失)
7218-HKQFK,Number of Referrals,-1.4073318,Negative (抑制流失)
4636-QRJKY,Contract,-1.3123432,Negative (抑制流失)
9412-GHEEC,Contract,-0.5938996,Negative (抑制流失)
6825-UYPFK,Number of Referrals,-1.5064343,Negative (抑制流失)
8397-MVTAZ,charge_per_tenure,0.73200446,Positive (促使流失)
9282-IZGQK,Number of Referrals,0.6666319,Positive (促使流失)
1342-JPNKI,Number of Referrals,-1.2407613,Negative (抑制流失)
2817-NTQDO,Number of Referrals,0.6895524,Positive (促使流失)
6986-IJDHX,Number of Referrals,-0.97182935,Negative (抑制流失)
5301-GAUUY,Number of Referrals,-1.5419556,Negative (抑制流失)
0939-YAPAF,charge_per_tenure,0.83827,Positive (促使流失)
4710-FDUIZ,Number of Referrals,0.9949277,Positive (促使流失)
1218-VKFPE,Contract,0.74219596,Positive (促使流失)
3627-FHKBK,Contract,-1.3852774,Negative (抑制流失)
0719-SYFRB,Contract,-0.5340659,Negative (抑制流失)
6543-CPZMK,Number of Referrals,-0.84798646,Negative (抑制流失)
4765-OXPPD,Number of Referrals,0.88229173,Positive (促使流失)
1009-IRMNA,Contract,0.43879426,Positive (促使流失)
7207-RMRDB,Contract,-1.1323227,Negative (抑制流失)
0195-IESCP,Contract,0.69095623,Positive (促使流失)
4580-TMHJU,Contract,-2.2965295,Negative (抑制流失)
0970-ETWGE,Number of Referrals,0.929257,Positive (促使流失)
0887-HJGAR,Contract,-0.79239017,Negative (抑制流失)
9576-ANLXO,Number of Referrals,-1.347111,Negative (抑制流失)
2024-BASKD,Contract,-2.034261,Negative (抑制流失)
4464-JCOLN,Contract,-1.3605345,Negative (抑制流失)
5650-VDUDS,Contract,0.6612297,Positive (促使流失)
7538-GWHML,Contract,0.5733458,Positive (促使流失)
3859-CVCET,Contract,0.5051243,Positive (促使流失)
3276-HDUEG,Contract,-0.69417185,Negative (抑制流失)
0822-GAVAP,Number of Referrals,-0.9850047,Negative (抑制流失)
1448-PWKYE,Number of Referrals,0.8596702,Positive (促使流失)
2276-YDAVZ,Contract,0.7455636,Positive (促使流失)
5896-NPFWW,Number of Referrals,-1.3241339,Negative (抑制流失)
7133-VBDCG,Number of Referrals,0.9077211,Positive (促使流失)
1029-QFBEN,Number of Referrals,-0.8007099,Negative (抑制流失)
4952-YSOGZ,Number of Referrals,-0.9740249,Negative (抑制流失)
1589-AGTLK,Contract,0.89018035,Positive (促使流失)
6439-GTPCA,Number of Referrals,0.79901993,Positive (促使流失)
5138-WVKYJ,Number of Referrals,-2.3874722,Negative (抑制流失)
2189-WWOEW,Contract,-1.4381971,Negative (抑制流失)
1894-IGFSG,Contract,0.5666326,Positive (促使流失)
7379-POKDZ,Contract,-0.606041,Negative (抑制流失)
0236-HFWSV,Contract,0.64183164,Positive (促使流失)
3900-AQPHZ,Contract,0.75014395,Positive (促使流失)
5842-POCOP,Contract,-1.6375118,Negative (抑制流失)
2037-XJFUP,Contract,0.80301493,Positive (促使流失)
7314-OXENN,Contract,0.64953256,Positive (促使流失)
0322-CHQRU,Contract,0.8018874,Positive (促使流失)
4678-DVQEO,Number of Referrals,-0.8219478,Negative (抑制流失)
3009-JWMPU,Contract,-0.7089791,Negative (抑制流失)
1450-GALXR,Contract,-2.3344889,Negative (抑制流失)
3138-BKYAV,Contract,0.70314366,Positive (促使流失)
4289-DTDKW,Number of Referrals,-0.8245939,Negative (抑制流失)
1820-TQVEV,Contract,-1.3435526,Negative (抑制流失)
2239-JALAW,Contract,-1.7669415,Negative (抑制流失)
4853-RULSV,Number of Referrals,-1.3810021,Negative (抑制流失)
6275-YDUVO,Contract,0.61555076,Positive (促使流失)
0115-TFERT,Contract,-1.5729414,Negative (抑制流失)
2311-QYMUQ,Contract,-0.5916588,Negative (抑制流失)
3104-OWCGK,Contract,0.77917475,Positive (促使流失)
9101-BWFSS,Contract,-1.2888176,Negative (抑制流失)
6982-SSHFK,charge_per_tenure,0.7478918,Positive (促使流失)
1038-ZAGBI,Contract,-0.6815835,Negative (抑制流失)
3027-ZTDHO,Contract,-2.1656833,Negative (抑制流失)
2382-BCKQJ,Contract,-1.5687555,Negative (抑制流失)
2207-NHRJK,Contract,-1.6423728,Negative (抑制流失)
9944-HKVVB,Contract,-1.0598295,Negative (抑制流失)
4124-MMETB,charge_per_tenure,0.8416058,Positive (促使流失)
3671-SHRSP,Number of Referrals,-1.0794442,Negative (抑制流失)
3313-QKNKB,Contract,0.6271441,Positive (促使流失)
5073-WXOYN,charge_per_tenure,-0.6036144,Negative (抑制流失)
0207-MDKNV,charge_per_tenure,-0.6853368,Negative (抑制流失)
9851-KIELU,Contract,-0.6078545,Negative (抑制流失)
3908-BLSYF,Contract,-0.7289107,Negative (抑制流失)
7549-MYGPK,Contract,-1.0150505,Negative (抑制流失)
3804-RVTGV,Contract,-1.2294956,Negative (抑制流失)
9227-LUNBG,Contract,-1.378641,Negative (抑制流失)
4315-MURBD,Contract,0.76686764,Positive (促使流失)
9734-YWGEX,Contract,0.6460375,Positive (促使流失)
2719-BDAQO,Contract,0.7033315,Positive (促使流失)
9625-QSTYE,Contract,0.63949794,Positive (促使流失)
6400-BWQKW,Contract,0.7853042,Positive (促使流失)
6680-WKXRZ,Contract,0.6636584,Positive (促使流失)
9448-REEVD,Contract,0.51202196,Positive (促使流失)
9117-SHLZX,Contract,-1.3694401,Negative (抑制流失)
4541-RMRLG,Number of Referrals,-2.1604934,Negative (抑制流失)
3158-MOERK,Contract,0.7056213,Positive (促使流失)
7294-TMAOP,Number of Referrals,-2.1541858,Negative (抑制流失)
2834-JRTUA,Contract,0.55727327,Positive (促使流失)
5875-YPQFJ,Contract,-1.6688551,Negative (抑制流失)
8603-IJWDN,Contract,0.6578048,Positive (促使流失)
3842-IYKUE,Contract,-1.0882483,Negative (抑制流失)
6641-XRPSU,Contract,-0.6806221,Negative (抑制流失)
8357-EQXFO,Contract,0.8024879,Positive (促使流失)
9524-EGPJC,Contract,-1.6736196,Negative (抑制流失)
6993-OHLXR,Contract,-0.76661736,Negative (抑制流失)
8818-XYFCQ,Number of Referrals,-2.4241054,Negative (抑制流失)
