Customer ID,Persona,raw_cluster,Churn Value,Age,married_bin,senior_bin,Number of Dependents,Tenure in Months,Monthly Charge,is_fiber,is_mpm,protection_count,Number of Referrals,Satisfaction Score,CLTV
9574-BOSMD,P1: Family Anchor,3,0,50,1,0,2,68,25.4,0,0,0,10,4,5668
8404-VLQFB,P1: Family Anchor,3,0,21,1,0,1,15,25.25,0,1,0,1,3,4667
2391-IPLOP,P4: Connected Professional,2,0,25,1,0,0,50,69.65,0,0,2,6,4,4706
5845-BZZIB,P1: Family Anchor,3,0,37,1,0,3,35,20.1,0,0,0,7,3,4517
1140-UKVZG,P2: Solo Drifter,0,0,64,0,0,0,17,24.8,0,1,0,0,5,5208
5183-SNMJQ,P2: Solo Drifter,0,0,32,0,0,0,10,95.1,1,1,1,0,3,5787
8100-PNJMH,P4: Connected Professional,2,0,39,1,0,0,68,88.85,0,0,4,2,4,5228
7838-LAZFO,P4: Connected Professional,2,0,38,1,0,0,45,78.8,0,0,3,6,4,4192
2085-JVGAD,P1: Family Anchor,3,0,56,1,0,0,37,20.35,0,1,0,3,4,3078
8095-WANWK,P2: Solo Drifter,0,0,46,0,0,0,10,45.25,0,1,0,0,5,5369
3030-ZKIWL,P2: Solo Drifter,0,0,23,0,0,0,1,20.05,0,1,0,0,5,2798
9565-FLVCG,P4: Connected Professional,2,0,40,1,0,0,65,69.55,0,0,2,10,3,5420
8755-OGKNA,P1: Family Anchor,3,0,33,1,0,3,57,19.5,0,0,0,5,3,5864
2800-VEQXM,P2: Solo Drifter,0,0,48,0,0,0,3,74.75,1,1,1,0,3,3319
5533-RJFTJ,P2: Solo Drifter,0,0,22,0,0,0,49,30.2,0,1,1,0,4,5214
0214-JHPFW,P4: Connected Professional,2,0,22,1,0,0,70,57.8,0,0,3,9,4,5640
5642-MHDQT,P1: Family Anchor,3,0,60,1,0,0,53,19.85,0,0,0,6,3,4836
3088-FVYWK,P1: Family Anchor,3,0,37,1,0,3,53,25.55,0,0,0,3,3,5794
9092-GDZKO,P2: Solo Drifter,0,0,49,0,0,0,22,24.85,0,1,0,0,4,3534
2324-AALNO,P2: Solo Drifter,0,0,63,0,0,0,48,24.55,0,0,0,0,5,5517
5760-IFJOZ,P2: Solo Drifter,0,0,57,0,0,0,3,107.95,1,1,2,0,4,3449
2826-UWHIS,P4: Connected Professional,2,0,64,1,0,0,45,81.4,1,1,1,4,5,5602
7501-IWUNG,P4: Connected Professional,2,0,57,1,0,0,61,73.8,0,0,2,9,4,6301
4957-TREIR,P2: Solo Drifter,0,0,37,0,0,0,3,64.4,0,1,2,0,4,5645
8040-MNRTF,P2: Solo Drifter,0,0,47,0,0,0,1,71.1,1,1,0,0,5,3029
1536-HBSWP,P2: Solo Drifter,0,0,33,0,0,0,1,49.9,0,1,1,0,3,4667
5313-FPXWG,P2: Solo Drifter,0,0,58,0,0,0,51,24.6,0,0,0,0,5,4886
0946-FKYTX,P2: Solo Drifter,0,0,42,0,0,0,52,30.1,0,0,1,0,3,6290
5076-YVXCM,P2: Solo Drifter,0,0,55,0,0,0,51,83.4,1,1,0,0,5,4191
8262-COGGB,P2: Solo Drifter,0,0,53,0,0,0,1,20.45,0,1,0,0,3,5384
6663-JOCQO,P4: Connected Professional,2,0,55,1,0,0,31,75.25,0,0,3,7,3,4258
9620-QJREV,P2: Solo Drifter,0,0,62,0,0,0,47,20.55,0,0,0,0,5,3313
2480-JZOSN,P1: Family Anchor,3,0,64,1,0,0,1,20.65,0,1,0,8,4,4517
0078-XZMHT,P4: Connected Professional,2,0,19,1,0,0,72,85.15,0,0,3,5,3,6322
8338-QIUNR,P4: Connected Professional,2,0,23,1,0,0,72,66.5,0,0,3,8,3,4397
1525-LNLOJ,P4: Connected Professional,2,0,34,1,0,0,66,63.3,0,0,1,5,5,4186
9450-TRJUU,P2: Solo Drifter,0,0,52,0,0,0,35,83.15,1,1,0,0,4,2332
1766-GKNMI,P2: Solo Drifter,0,0,56,0,0,0,29,84.9,1,1,0,0,3,4388
6942-LBFDP,P2: Solo Drifter,0,0,30,0,0,0,2,20.55,0,1,0,0,3,5629
1456-TWCGB,P2: Solo Drifter,0,0,34,0,0,0,4,49.25,0,1,1,0,3,3272
7596-ZYWBB,P4: Connected Professional,2,0,19,0,0,0,65,59.6,0,0,3,0,4,4372
3014-WJKSM,P4: Connected Professional,2,0,26,1,0,0,29,75.3,1,1,1,10,4,4910
3347-YJZZE,P1: Family Anchor,3,0,60,1,0,2,29,80.1,0,1,2,6,4,4558
7929-DMBCV,P4: Connected Professional,2,0,45,1,0,0,20,81.0,1,1,2,6,3,4741
9661-JALZV,P2: Solo Drifter,0,0,23,0,0,0,58,24.7,0,0,0,0,4,5138
5433-KYGHE,P2: Solo Drifter,0,0,53,0,0,1,14,86.0,1,1,2,0,3,5494
4312-KFRXN,P1: Family Anchor,3,0,61,1,0,0,72,25.4,0,0,0,2,3,5512
5575-TPIZQ,P2: Solo Drifter,0,0,21,0,0,0,46,89.15,1,1,1,0,3,5593
0114-IGABW,P4: Connected Professional,2,0,40,1,0,0,71,58.25,0,0,3,2,5,5224
9944-AEXBM,P2: Solo Drifter,0,0,51,0,0,0,32,85.65,1,1,0,0,3,2383
1853-ARAAQ,P2: Solo Drifter,0,0,47,0,0,0,26,50.35,0,1,1,0,5,2510
4697-LUPSU,P1: Family Anchor,3,0,22,1,0,0,2,20.2,0,0,0,6,3,3866
8434-VGEQQ,P2: Solo Drifter,0,0,24,1,0,0,61,20.55,0,0,0,0,4,4446
4950-HKQTE,P2: Solo Drifter,0,0,47,0,0,0,22,26.25,0,0,0,0,4,5676
6786-OBWQR,P1: Family Anchor,3,0,20,1,0,2,5,80.85,1,1,0,8,5,5109
2753-JMMCV,P4: Connected Professional,2,0,41,0,0,0,65,74.2,0,0,3,0,3,4774
6621-YOBKI,P2: Solo Drifter,0,0,46,0,0,0,5,20.35,0,1,0,0,4,2303
1216-JWVUX,P1: Family Anchor,3,0,51,1,0,3,25,75.5,1,1,1,4,3,5985
7564-GHCVB,P4: Connected Professional,2,0,27,1,0,0,72,79.05,1,0,1,5,3,4689
1173-NOEYG,P4: Connected Professional,2,0,25,1,0,0,27,90.15,1,1,1,1,4,5750
7595-EHCDL,P1: Family Anchor,3,0,48,1,0,2,32,50.6,0,1,1,10,3,3087
6647-ZEDXT,P4: Connected Professional,2,0,19,0,0,0,30,110.45,1,0,3,0,4,4983
2521-NPUZR,P4: Connected Professional,2,0,26,1,0,0,70,101.0,1,0,4,9,3,5025
4381-MHQDC,P2: Solo Drifter,0,0,38,0,0,0,47,65.0,0,0,3,0,3,3286
6923-JHPMP,P2: Solo Drifter,0,0,35,0,0,0,2,80.45,1,1,2,0,4,5602
4018-PPNDW,P1: Family Anchor,3,0,23,1,0,0,61,24.1,0,0,0,9,4,5970
1635-FJFCC,P2: Solo Drifter,0,0,46,0,0,0,5,44.05,0,1,0,0,5,5846
6425-JWTDV,P1: Family Anchor,3,0,43,1,0,0,48,19.25,0,0,0,5,4,2282
8405-IGQFX,P2: Solo Drifter,0,0,41,0,0,0,63,90.05,1,0,2,0,3,4039
8224-IVVPA,P2: Solo Drifter,0,0,35,0,0,0,27,56.7,0,1,2,0,3,4472
9477-LGWQI,P4: Connected Professional,2,0,28,1,0,0,70,80.15,0,0,3,10,3,5715
1410-RSCMR,P1: Family Anchor,3,0,47,1,0,2,7,71.35,0,1,3,3,3,3459
3115-CZMZD,P2: Solo Drifter,0,0,24,0,0,0,10,20.25,0,0,0,0,4,5504
0139-IVFJG,P4: Connected Professional,2,0,19,1,0,0,2,90.35,1,1,2,10,3,5361
5730-DBDSI,P2: Solo Drifter,0,0,50,0,0,0,66,19.7,0,0,0,0,3,4601
0030-FNXPP,P2: Solo Drifter,0,0,22,0,0,0,3,19.85,0,1,0,0,4,5634
5684-FJVYR,P4: Connected Professional,2,0,41,1,0,0,72,90.35,1,0,3,9,3,5794
4013-GUXND,P2: Solo Drifter,0,0,37,0,0,0,1,20.8,0,1,0,0,4,3678
1266-NZYUI,P4: Connected Professional,2,0,56,1,0,0,72,66.85,0,0,3,6,3,6264
7969-FFOWG,P1: Family Anchor,3,0,30,1,0,0,65,19.9,0,0,0,2,4,6312
4718-DHSMV,P2: Solo Drifter,0,0,22,0,0,0,11,35.8,0,1,0,0,5,2534
5175-WLYXL,P2: Solo Drifter,0,0,56,0,0,0,22,78.85,1,1,1,0,5,2444
7817-OMJNA,P2: Solo Drifter,0,0,23,0,0,0,14,20.4,0,0,0,0,5,5068
8728-SKJLR,P2: Solo Drifter,0,0,45,0,0,0,41,74.25,1,1,1,0,3,3277
3137-NYQQI,P4: Connected Professional,2,0,32,1,0,0,17,64.8,0,0,2,2,4,3546
7706-DZNKK,P2: Solo Drifter,0,0,63,0,0,0,11,20.45,0,1,0,0,4,2642
8823-RLPWL,P4: Connected Professional,2,0,24,1,0,0,72,110.65,1,0,3,5,4,4259
9505-SQFSW,P1: Family Anchor,3,0,59,1,0,3,3,40.3,0,1,1,6,4,5651
3758-CKOQL,P4: Connected Professional,2,0,20,1,0,0,59,107.0,1,0,4,7,4,4620
5676-CFLYY,P4: Connected Professional,2,0,30,1,0,0,71,73.35,0,0,2,4,5,5124
7521-AFHAB,P1: Family Anchor,3,0,45,1,0,2,5,44.8,0,1,0,10,3,2492
0285-INHLN,P1: Family Anchor,3,0,54,1,0,6,27,54.75,0,1,2,5,3,3519
5125-CNDSP,P2: Solo Drifter,0,0,48,0,0,0,63,40.6,0,0,3,0,3,6406
4992-LTJNE,P1: Family Anchor,3,0,40,1,0,0,72,55.3,0,0,1,5,4,6259
2202-OUTMO,P1: Family Anchor,3,0,59,1,0,0,34,60.85,0,1,2,5,4,3012
0810-BDHAW,P4: Connected Professional,2,0,54,1,0,0,24,78.4,0,0,2,4,3,2506
0229-LFJAF,P2: Solo Drifter,0,0,53,0,0,0,72,69.65,0,0,4,0,5,4262
7131-ZQZNK,P4: Connected Professional,2,0,46,1,0,0,60,59.85,0,0,3,1,5,5790
3442-ZHHCC,P4: Connected Professional,2,0,60,0,0,0,68,76.9,0,0,3,0,4,5355
5726-CVNYA,P1: Family Anchor,3,0,44,1,0,0,8,19.85,0,0,0,8,5,3260
9871-ELEYA,P2: Solo Drifter,0,0,22,0,0,0,34,67.65,0,0,3,0,3,4263
4257-GAESD,P2: Solo Drifter,0,0,25,0,0,0,6,45.0,0,1,0,0,5,2270
5173-WXOQV,P4: Connected Professional,2,0,38,1,0,0,2,64.2,0,1,2,2,4,4369
2040-OBMLJ,P2: Solo Drifter,0,0,24,0,0,0,31,81.7,1,0,1,0,5,4850
6286-ZHAOK,P1: Family Anchor,3,0,47,1,0,7,20,25.55,0,1,0,6,4,3235
3807-XHCJH,P1: Family Anchor,3,0,21,1,0,3,1,20.0,0,1,0,4,4,2358
8859-AXJZP,P1: Family Anchor,3,0,39,1,0,0,39,23.8,0,0,0,7,5,3970
3174-AKMAS,P4: Connected Professional,2,0,61,1,0,0,46,64.2,0,0,2,1,4,4699
9926-PJHDQ,P4: Connected Professional,2,0,45,1,0,0,72,76.8,0,0,1,5,3,5120
7382-DFJTU,P2: Solo Drifter,0,0,63,0,0,0,18,55.2,0,1,2,0,4,2110
2798-NYLMZ,P4: Connected Professional,2,0,29,1,0,0,71,108.55,1,0,3,10,3,4111
8098-TDCBU,P1: Family Anchor,3,0,55,1,0,0,42,25.25,0,0,0,9,4,3052
3551-GAEGL,P2: Solo Drifter,0,0,23,1,0,0,34,30.4,0,0,1,0,4,4697
3196-NVXLZ,P2: Solo Drifter,0,0,23,0,0,0,25,84.6,1,1,0,0,3,4874
0036-IHMOT,P4: Connected Professional,2,0,37,1,0,3,55,103.7,1,0,3,10,3,5892
4178-EGMON,P4: Connected Professional,2,0,30,1,0,0,70,88.0,1,0,3,9,3,4867
4220-TINQT,P4: Connected Professional,2,0,41,1,0,0,61,106.35,1,1,2,3,5,5632
5318-YKDPV,P4: Connected Professional,2,0,62,1,0,0,43,79.15,0,0,3,1,3,3716
7975-TZMLR,P4: Connected Professional,2,0,37,0,0,0,47,103.1,1,0,2,0,4,5029
0295-QVKPB,P2: Solo Drifter,0,0,38,0,0,0,5,63.95,0,1,2,0,4,3099
4335-BSMJS,P2: Solo Drifter,0,0,55,0,0,0,62,25.8,0,0,0,0,3,6201
9146-JRIOX,P1: Family Anchor,3,0,47,1,0,1,14,25.55,0,1,0,1,5,2080
5337-IIWKZ,P1: Family Anchor,3,0,35,1,0,3,34,44.85,0,1,2,2,4,5569
9650-VBUOG,P1: Family Anchor,3,0,44,1,0,1,38,25.05,0,0,0,9,3,3772
3487-EARAT,P4: Connected Professional,2,0,46,1,0,0,70,74.1,0,0,4,7,3,6325
2672-TGEFF,P1: Family Anchor,3,0,33,1,0,2,37,88.8,1,1,1,3,4,3746
8184-WMOFI,P4: Connected Professional,2,0,47,1,0,0,62,71.4,0,0,3,0,3,5327
6092-QZVPP,P2: Solo Drifter,0,0,27,0,0,0,36,79.2,0,1,3,0,3,4830
4625-LAMOB,P2: Solo Drifter,0,0,36,0,0,0,44,20.4,0,0,0,0,5,2404
0392-BZIUW,P4: Connected Professional,2,0,44,1,0,0,72,105.0,1,0,2,7,3,5678
6549-NNDYT,P2: Solo Drifter,0,0,59,0,0,0,13,30.85,0,1,1,0,3,2444
0422-OHQHQ,P1: Family Anchor,3,0,23,1,0,0,15,20.55,0,0,0,7,5,3009
6916-HIJSE,P4: Connected Professional,2,0,57,0,0,0,65,84.85,0,0,4,0,4,5434
2316-ESMLS,P1: Family Anchor,3,0,54,1,0,0,12,33.15,0,0,2,7,3,3882
9778-OGKQZ,P4: Connected Professional,2,0,55,1,0,0,72,92.0,0,0,4,8,3,5883
7408-OFWXJ,P4: Connected Professional,2,0,23,1,0,0,72,89.8,0,0,4,3,3,5762
6007-TCTST,P4: Connected Professional,2,0,57,1,0,2,72,115.8,1,0,4,9,3,5841
2252-NKNSI,P4: Connected Professional,2,0,63,0,0,0,52,85.15,0,0,3,0,3,4322
8713-IGZSO,P2: Solo Drifter,0,0,50,0,0,0,2,24.85,0,1,0,0,3,5983
7905-TVXTA,P2: Solo Drifter,0,0,63,0,0,0,5,64.35,0,1,2,0,4,4771
7695-PKLCZ,P2: Solo Drifter,0,0,32,0,0,0,68,20.5,0,0,0,0,4,4201
8374-UULRV,P4: Connected Professional,2,0,22,0,0,0,72,86.05,0,0,3,0,4,5965
3224-DFQNQ,P4: Connected Professional,2,0,59,1,0,0,66,89.0,1,0,3,10,3,4488
5275-PMFUT,P4: Connected Professional,2,0,52,1,0,0,72,64.8,0,0,4,9,3,4036
4795-UXVCJ,P2: Solo Drifter,0,0,63,0,0,0,26,19.8,0,0,0,0,3,5823
9777-IQHWP,P4: Connected Professional,2,0,53,1,0,1,64,93.4,1,0,2,2,3,6249
0979-MOZQI,P1: Family Anchor,3,0,61,1,0,0,62,39.0,0,0,1,6,4,4987
2732-ISEZX,P2: Solo Drifter,0,0,44,0,0,0,5,20.5,0,1,0,0,3,5263
0323-XWWTN,P2: Solo Drifter,0,0,44,0,0,1,3,26.4,0,0,0,0,5,4315
1937-OTUKY,P4: Connected Professional,2,0,32,1,0,0,72,98.2,1,0,3,1,3,4332
1573-LGXBA,P4: Connected Professional,2,0,26,1,0,3,57,97.55,1,0,2,1,4,5833
1764-VUUMT,P1: Family Anchor,3,0,63,0,0,1,66,19.95,0,0,0,0,4,6382
4713-ZBURT,P4: Connected Professional,2,0,33,0,0,2,45,99.7,1,0,1,0,4,3333
3050-GBUSH,P2: Solo Drifter,0,0,25,0,0,0,3,34.8,0,1,0,0,4,2496
7876-AEHIG,P2: Solo Drifter,0,0,48,0,0,0,51,60.15,0,0,3,0,3,5404
7945-HLKEA,P2: Solo Drifter,0,0,29,0,0,0,60,64.75,0,0,3,0,3,6408
9342-VNIMQ,P2: Solo Drifter,0,0,62,0,0,0,33,54.65,0,1,1,0,3,5201
3199-NPKCN,P4: Connected Professional,2,0,39,1,0,0,67,111.25,1,0,3,1,3,5649
5170-PTRKA,P4: Connected Professional,2,0,19,1,0,0,49,35.8,0,0,2,1,4,4865
4661-NJEUX,P2: Solo Drifter,0,0,42,0,0,0,1,20.05,0,1,0,0,3,5368
0048-LUMLS,P4: Connected Professional,2,0,23,1,0,3,37,91.2,1,0,0,1,5,5263
5898-IGSLP,P4: Connected Professional,2,0,37,1,0,3,31,89.3,1,1,3,1,3,2132
7997-EASSD,P4: Connected Professional,2,0,56,1,0,0,63,81.2,1,0,1,1,3,6063
0730-KOAVE,P2: Solo Drifter,0,0,53,0,0,0,30,94.3,1,1,2,0,3,4219
8975-SKGRX,P4: Connected Professional,2,0,29,1,0,0,71,116.1,1,0,4,1,4,5027
0678-RLHVP,P4: Connected Professional,2,0,33,0,0,0,53,105.55,1,0,2,0,5,5731
2267-FPIMA,P4: Connected Professional,2,0,27,1,0,0,50,94.4,1,1,2,1,4,5548
1051-GEJLJ,P2: Solo Drifter,0,0,19,0,0,0,2,19.5,0,1,0,0,5,4836
5285-MVEHD,P4: Connected Professional,2,0,35,1,0,0,56,105.6,1,0,3,1,4,4196
0379-DJQHR,P4: Connected Professional,2,0,60,1,0,0,67,81.35,0,0,3,1,3,4219
5543-QDCRY,P2: Solo Drifter,0,0,38,0,0,0,4,56.4,0,1,0,0,4,5344
0297-RBCSG,P2: Solo Drifter,0,0,61,0,0,0,19,65.35,0,0,2,0,4,2051
4694-PHWFW,P1: Family Anchor,3,0,26,0,0,3,8,19.95,0,1,0,0,4,5919
0835-JKADZ,P4: Connected Professional,2,0,29,0,0,0,71,111.25,1,0,3,0,4,4361
3865-YIOTT,P4: Connected Professional,2,0,40,1,0,1,72,106.1,1,0,2,1,3,6283
5993-BQHEA,P2: Solo Drifter,0,0,42,0,0,0,12,20.05,0,0,0,0,3,4018
6024-RUGGH,P1: Family Anchor,3,0,22,1,0,2,72,25.2,0,0,0,1,3,6499
4079-WWQQQ,P4: Connected Professional,2,0,45,0,0,0,72,65.55,0,0,4,0,4,4266
6103-BOCOU,P2: Solo Drifter,0,0,37,0,0,0,26,80.7,1,1,1,0,3,4501
5149-TGWDZ,P4: Connected Professional,2,0,48,0,0,0,21,104.55,1,0,3,0,4,3471
7471-WNSUF,P1: Family Anchor,3,0,23,1,0,0,60,24.15,0,0,0,1,3,4501
8942-DBMHZ,P2: Solo Drifter,0,0,26,0,0,0,12,20.45,0,1,0,0,5,4883
4301-VVZKA,P2: Solo Drifter,0,0,25,1,0,0,16,75.4,1,1,0,1,5,5432
9199-PWQVC,P4: Connected Professional,2,0,38,1,0,0,63,79.7,0,0,2,1,3,4010
5393-HJZSM,P4: Connected Professional,2,0,54,1,0,1,32,76.3,0,1,4,1,3,5324
0862-PRCBS,P4: Connected Professional,2,0,32,1,0,3,68,103.75,1,0,2,6,3,4121
8812-ZRHFP,P4: Connected Professional,2,0,53,1,0,3,30,86.45,1,0,1,0,3,2923
5146-CBVOE,P2: Solo Drifter,0,0,44,0,0,0,16,75.1,1,1,1,0,5,5176
0454-OKRCT,P2: Solo Drifter,0,0,32,0,0,0,33,80.6,1,0,2,0,4,5542
5787-KXGIY,P1: Family Anchor,3,0,54,1,0,0,72,19.3,0,0,0,3,3,4035
4198-VFOEA,P2: Solo Drifter,0,0,58,0,0,0,12,33.6,0,0,2,0,3,2990
5709-LVOEQ,P4: Connected Professional,2,0,40,1,0,0,10,80.85,0,0,3,8,3,2048
2692-AQCPF,P4: Connected Professional,2,0,32,1,0,0,65,108.05,1,0,3,6,3,6047
0347-UBKUZ,P2: Solo Drifter,0,0,46,0,0,0,15,19.9,0,1,0,0,4,3366
0835-DUUIQ,P2: Solo Drifter,0,0,55,0,0,0,24,21.05,0,0,0,0,5,2050
0811-GSDTP,P2: Solo Drifter,0,0,50,0,0,2,13,30.15,0,1,1,0,5,3540
7567-ECMCM,P2: Solo Drifter,0,0,23,0,0,0,24,79.85,1,1,0,0,4,5128
6115-ZTBFQ,P4: Connected Professional,2,0,56,1,0,0,72,65.5,0,0,4,6,3,4119
6353-BRMMA,P4: Connected Professional,2,0,62,1,0,3,54,104.1,1,1,2,3,4,5795
6231-WFGFH,P1: Family Anchor,3,0,39,1,0,2,4,20.5,0,1,0,4,4,5053
6169-PPETC,P1: Family Anchor,3,0,42,1,0,1,35,20.5,0,0,0,8,4,2009
8584-KMVXD,P2: Solo Drifter,0,0,64,0,0,0,8,75.6,1,1,1,0,3,2934
8467-WYNSR,P2: Solo Drifter,0,0,62,0,0,0,22,55.1,0,1,2,0,3,2729
0851-DFJKB,P2: Solo Drifter,0,0,57,0,0,0,15,58.95,0,1,3,0,4,4497
5382-SOYZL,P2: Solo Drifter,0,0,39,0,0,0,22,95.1,1,1,0,0,4,3729
3261-CQXOL,P1: Family Anchor,3,0,33,1,0,2,71,25.45,0,0,0,0,3,4993
8388-FYNPZ,P2: Solo Drifter,0,0,26,0,0,0,4,56.75,0,1,2,0,3,2401
4002-BQWPQ,P2: Solo Drifter,0,0,59,0,0,0,25,81.75,0,1,4,0,3,5917
5651-YLPRD,P1: Family Anchor,3,0,45,1,0,3,32,86.1,1,1,1,7,5,4970
4378-BZYFP,P2: Solo Drifter,0,0,41,0,0,0,17,20.5,0,0,0,0,3,2259
7764-BDPEE,P1: Family Anchor,3,0,50,0,0,3,3,20.85,0,1,0,0,4,5868
3429-IFLEM,P4: Connected Professional,2,0,48,0,0,0,71,77.35,0,0,4,0,3,4846
5002-GCQFH,P4: Connected Professional,2,0,30,1,0,0,49,93.85,1,1,2,1,3,5698
0556-FJEGU,P4: Connected Professional,2,0,26,0,0,0,58,70.1,0,0,3,0,4,4474
0604-THJFP,P4: Connected Professional,2,0,40,1,0,0,59,75.95,0,0,2,4,3,5446
5879-SESNB,P2: Solo Drifter,0,0,34,0,0,0,11,75.25,1,1,0,0,3,5902
6461-PPAXN,P4: Connected Professional,2,0,20,1,0,0,35,54.95,0,0,2,5,4,4858
3318-ISQFQ,P2: Solo Drifter,0,0,23,0,0,0,20,19.5,0,1,0,0,3,5409
1106-HRLKZ,P1: Family Anchor,3,0,21,1,0,1,40,19.6,0,0,0,9,5,2630
2483-XSSMZ,P2: Solo Drifter,0,0,22,0,0,0,39,47.85,0,0,1,0,3,5531
8165-ZJRNM,P1: Family Anchor,3,0,62,1,0,1,72,23.75,0,0,0,7,5,4923
2604-XVDAM,P2: Solo Drifter,0,0,54,0,0,0,12,43.8,0,1,0,0,4,5706
3717-OFRTN,P2: Solo Drifter,0,0,48,0,0,0,1,19.75,0,1,0,0,5,3595
9046-JBFWA,P1: Family Anchor,3,0,20,0,0,2,27,19.15,0,1,0,0,3,4004
3280-NMUVX,P1: Family Anchor,3,0,53,1,0,0,34,19.6,0,0,0,7,5,4669
1206-EHBDD,P4: Connected Professional,2,0,56,1,0,0,56,80.3,1,0,2,9,3,6203
8361-LBRDI,P2: Solo Drifter,0,0,31,0,0,0,58,24.35,0,0,0,0,3,6190
4883-KCPZJ,P1: Family Anchor,3,0,30,1,0,3,22,25.25,0,0,0,9,3,4386
9108-EQPNQ,P1: Family Anchor,3,0,27,1,0,2,10,26.1,0,0,0,10,5,3179
7277-KAMWT,P2: Solo Drifter,0,0,23,0,0,0,13,20.0,0,0,0,0,3,3037
2545-LXYVJ,P1: Family Anchor,3,0,19,1,0,0,72,20.7,0,0,0,1,3,6317
3234-VKACU,P2: Solo Drifter,0,0,21,0,0,0,2,70.3,0,1,1,0,3,4799
8120-JDCAM,P1: Family Anchor,3,0,42,1,0,1,4,69.55,1,1,0,1,4,3708
8917-FAEMR,P2: Solo Drifter,0,0,28,0,0,0,37,19.85,0,0,0,0,3,3408
7047-YXDMZ,P2: Solo Drifter,0,0,59,0,0,0,21,20.0,0,1,0,0,3,2366
0929-HYQEW,P2: Solo Drifter,0,0,20,0,0,0,3,50.15,0,1,1,0,3,2085
6614-YOLAC,P4: Connected Professional,2,0,31,1,0,0,71,58.65,0,0,3,3,4,4151
7426-RHZGU,P2: Solo Drifter,0,0,41,0,0,0,9,95.9,1,1,1,0,3,5017
4065-JJAVA,P2: Solo Drifter,0,0,56,0,0,0,1,49.5,0,1,1,0,4,5262
7649-SIJJF,P4: Connected Professional,2,0,36,1,0,0,71,80.1,0,0,4,5,3,6045
9361-YNQWJ,P2: Solo Drifter,0,0,36,0,0,0,64,24.4,0,0,0,0,5,5887
3748-FVMZZ,P2: Solo Drifter,0,0,33,0,0,0,4,40.05,0,1,1,0,4,2664
9391-TTOYH,P2: Solo Drifter,0,0,33,0,0,0,23,19.5,0,1,0,0,4,5652
1452-XRSJV,P1: Family Anchor,3,0,59,1,0,2,39,51.05,0,1,1,3,3,3154
3422-WJOYD,P4: Connected Professional,2,0,27,1,0,0,28,54.35,0,0,2,1,5,5105
7147-AYBAA,P2: Solo Drifter,0,0,62,0,0,0,37,70.35,1,1,0,0,3,5402
6732-FZUGP,P4: Connected Professional,2,0,30,0,0,0,47,94.9,1,0,2,0,4,4510
8329-GWVPJ,P1: Family Anchor,3,0,39,1,0,3,50,69.75,1,1,0,8,5,4539
1352-VHKAJ,P4: Connected Professional,2,0,30,1,0,2,27,71.6,0,1,1,1,5,3773
2632-TACXW,P1: Family Anchor,3,0,49,1,0,0,62,23.65,0,0,0,4,4,4671
8146-QQKZH,P4: Connected Professional,2,0,25,1,0,0,71,81.85,0,0,3,4,4,4090
1767-CJKBA,P2: Solo Drifter,0,0,39,0,0,0,66,25.1,0,0,0,0,4,6025
6445-TNRXS,P4: Connected Professional,2,0,61,1,0,1,68,114.7,1,0,4,5,3,5671
4581-LNWUM,P2: Solo Drifter,0,0,47,0,0,0,13,49.15,0,1,1,0,3,3000
4869-EPIUS,P4: Connected Professional,2,0,37,1,0,0,56,80.9,1,0,0,3,5,5344
1915-OAKWD,P2: Solo Drifter,0,0,56,0,0,0,16,19.3,0,0,0,0,3,2870
7296-PIXQY,P1: Family Anchor,3,0,60,1,0,2,14,70.2,1,1,0,0,4,5819
3354-OADJP,P2: Solo Drifter,0,0,37,0,0,0,8,54.25,0,0,2,0,3,2237
3524-WQDSG,P4: Connected Professional,2,0,29,1,0,2,43,99.3,1,1,1,8,3,3280
0810-DHDBD,P2: Solo Drifter,0,0,31,0,0,0,52,74.0,0,0,3,0,3,5806
4026-SKKHW,P2: Solo Drifter,0,0,35,0,0,0,3,50.25,0,1,1,0,3,2166
2829-HYVZP,P2: Solo Drifter,0,0,42,0,0,0,29,19.8,0,0,0,0,4,5696
3845-JHAMY,P1: Family Anchor,3,0,48,1,0,3,16,35.5,0,1,0,1,5,2069
7013-PSXHK,P2: Solo Drifter,0,0,41,0,0,0,40,80.75,0,0,2,0,4,2047
3486-NPGST,P2: Solo Drifter,0,0,47,0,0,0,36,19.55,0,0,0,0,5,2691
6100-FJZDG,P1: Family Anchor,3,0,49,1,0,0,26,20.05,0,0,0,10,5,2403
1730-VFMWO,P1: Family Anchor,3,0,33,1,0,0,34,50.2,0,1,1,6,5,4352
7143-BQIBA,P2: Solo Drifter,0,0,32,0,0,0,10,62.25,0,1,2,0,3,3415
3800-LYTRK,P2: Solo Drifter,0,0,52,0,0,0,14,55.7,0,0,2,0,4,4978
9646-NMHXE,P1: Family Anchor,3,0,63,1,0,0,47,19.65,0,0,0,7,5,2021
7030-NJVDP,P4: Connected Professional,2,0,36,1,0,0,24,89.25,1,1,2,2,3,5436
7771-ZONAT,P2: Solo Drifter,0,0,62,0,0,0,22,56.75,0,0,2,0,4,4574
2111-DWYHN,P2: Solo Drifter,0,0,31,0,0,0,1,21.1,0,1,0,0,5,2810
4194-WHFCB,P4: Connected Professional,2,0,35,1,0,5,59,96.65,1,1,2,2,3,5266
4121-AGSIN,P1: Family Anchor,3,0,44,1,0,0,58,24.5,0,0,0,9,4,4455
