Customer ID,churn_prob,risk_tier,Monthly Charge,Tenure in Months,Contract,Internet Type,Churn Value
5233-AOZUF,0.4251428,MEDIUM,74.95,29,Month-to-Month,Fiber Optic,0
4525-VZCZG,0.42504865,MEDIUM,105.85,54,One Year,Fiber Optic,0
7175-NTIXE,0.42487276,MEDIUM,76.15,25,Month-to-Month,DSL,0
7128-GGCNO,0.42451265,MEDIUM,72.8,46,Month-to-Month,Fiber Optic,0
0997-YTLNY,0.42441052,MEDIUM,48.8,19,Month-to-Month,Cable,0
2750-BJLSB,0.42395192,MEDIUM,103.7,47,One Year,Fiber Optic,0
6849-WLEYG,0.42389256,MEDIUM,19.75,1,Month-to-Month,,1
8182-PNAGI,0.4237284,MEDIUM,50.25,12,Month-to-Month,DSL,1
6898-MDLZW,0.42342567,MEDIUM,53.75,12,Month-to-Month,DSL,0
4118-CEVPF,0.42324036,MEDIUM,110.8,35,One Year,Fiber Optic,0
9481-SFCQY,0.42302316,MEDIUM,59.8,14,Month-to-Month,DSL,0
9142-KZXOP,0.4229346,MEDIUM,68.85,44,Month-to-Month,Fiber Optic,0
3039-MJSLN,0.42275596,MEDIUM,20.2,3,Month-to-Month,,0
7950-XWOVN,0.42242855,MEDIUM,34.7,11,Month-to-Month,DSL,0
0673-IGUQO,0.4223746,MEDIUM,20.45,1,Month-to-Month,,0
2229-VWQJH,0.42195824,MEDIUM,49.3,24,Month-to-Month,DSL,0
5448-VWNAM,0.42193794,MEDIUM,75.9,19,Month-to-Month,DSL,0
5568-DMXZS,0.42193067,MEDIUM,65.45,8,Month-to-Month,Cable,0
0447-BEMNG,0.42159042,MEDIUM,45.3,48,Month-to-Month,Cable,1
4396-KLSEH,0.4215413,MEDIUM,19.85,4,Month-to-Month,,0
2111-DWYHN,0.42122525,MEDIUM,21.1,1,Month-to-Month,,0
3594-KADLU,0.42118785,MEDIUM,35.1,3,Month-to-Month,Cable,0
2672-TGEFF,0.42113075,MEDIUM,88.8,37,Month-to-Month,Fiber Optic,0
2393-DIVAI,0.4209379,MEDIUM,20.0,3,Month-to-Month,,0
7351-MHQVU,0.42084402,MEDIUM,50.95,6,Month-to-Month,Cable,0
6080-TCMYC,0.42079806,MEDIUM,81.2,40,Month-to-Month,Fiber Optic,0
4905-JEFDW,0.42075664,MEDIUM,41.6,11,One Year,DSL,1
9505-SQFSW,0.42009422,MEDIUM,40.3,3,Month-to-Month,Cable,0
7762-URZQH,0.41980588,MEDIUM,106.05,66,Two Year,Fiber Optic,1
8756-RDDLT,0.41974646,MEDIUM,44.95,68,Month-to-Month,Cable,0
3589-PPVKW,0.41881618,MEDIUM,44.4,9,Month-to-Month,DSL,0
1360-RCYRT,0.4186093,MEDIUM,30.35,23,Month-to-Month,DSL,0
8123-QBNAZ,0.41850084,MEDIUM,104.5,36,Month-to-Month,Fiber Optic,0
9825-YCXWZ,0.41833413,MEDIUM,101.1,41,One Year,Fiber Optic,0
2834-JRTUA,0.4181529,MEDIUM,108.05,71,Two Year,Fiber Optic,1
0824-VWDPO,0.41768345,MEDIUM,96.75,45,One Year,Fiber Optic,0
0541-FITGH,0.41749665,MEDIUM,62.15,2,Month-to-Month,Cable,0
1502-XFCVR,0.41729137,MEDIUM,106.45,58,One Year,Fiber Optic,1
0970-QXPXW,0.4172453,MEDIUM,19.65,1,Month-to-Month,,0
6439-LAJXL,0.41674557,MEDIUM,68.95,9,Month-to-Month,DSL,0
5133-VRSAB,0.4162737,MEDIUM,29.35,8,Month-to-Month,Cable,0
2700-LUEVA,0.41621125,MEDIUM,20.75,1,Month-to-Month,,0
8272-ONJLV,0.4161228,MEDIUM,95.7,12,One Year,Fiber Optic,0
3259-FDWOY,0.4160341,MEDIUM,106.0,71,Two Year,Fiber Optic,1
2740-JFBOK,0.41569936,MEDIUM,24.0,10,Month-to-Month,,0
4174-LPGTI,0.41489112,MEDIUM,66.5,41,One Year,DSL,1
6252-DFGTK,0.41488746,MEDIUM,68.1,37,One Year,DSL,0
2172-EJXVF,0.41461113,MEDIUM,105.9,71,One Year,Fiber Optic,0
9863-JZAIC,0.41414928,MEDIUM,55.0,35,Month-to-Month,Cable,1
7064-FRRSW,0.4139251,MEDIUM,99.0,48,One Year,Fiber Optic,0
6143-JQKEA,0.4135364,MEDIUM,45.8,10,Month-to-Month,Cable,0
6907-CQGPN,0.41326913,MEDIUM,34.3,29,Month-to-Month,DSL,0
7610-TVOPG,0.4131912,MEDIUM,26.35,15,Month-to-Month,,0
0687-ZVTHB,0.41214952,MEDIUM,72.45,65,One Year,Cable,1
2576-HXMPA,0.4120544,MEDIUM,19.55,1,Month-to-Month,,0
8455-HIRAQ,0.4118232,MEDIUM,44.45,8,Month-to-Month,DSL,0
3694-DELSO,0.41136032,MEDIUM,38.55,4,Month-to-Month,DSL,0
8229-MYEJZ,0.41103944,MEDIUM,51.2,10,Month-to-Month,DSL,0
6497-TILVL,0.41098693,MEDIUM,50.7,7,Month-to-Month,DSL,0
9039-ZVJDC,0.410765,MEDIUM,19.1,3,Month-to-Month,,0
7421-ZLUPA,0.41068053,MEDIUM,29.25,8,Month-to-Month,DSL,0
1264-FUHCX,0.4106084,MEDIUM,56.3,49,One Year,DSL,0
0679-TDGAK,0.4102532,MEDIUM,75.5,50,One Year,Cable,0
9971-ZWPBF,0.4102,MEDIUM,108.9,34,Month-to-Month,Fiber Optic,0
5947-SGKCL,0.40994468,MEDIUM,105.35,15,Month-to-Month,Fiber Optic,0
3842-IYKUE,0.40994048,MEDIUM,85.3,35,Month-to-Month,Fiber Optic,1
7869-ZYDST,0.40984562,MEDIUM,59.05,31,Month-to-Month,Cable,0
2817-NTQDO,0.40974253,MEDIUM,45.55,13,Month-to-Month,DSL,1
2405-LBMUW,0.40955824,MEDIUM,50.7,61,One Year,DSL,0
1585-MQSSU,0.4094539,MEDIUM,51.5,17,Month-to-Month,Cable,1
4747-LCAQL,0.40925577,MEDIUM,79.0,25,Month-to-Month,DSL,0
2067-QYTCF,0.40902162,MEDIUM,111.15,64,Month-to-Month,Fiber Optic,0
5939-XAIXZ,0.4089626,MEDIUM,56.1,19,Month-to-Month,DSL,0
8111-BKVDS,0.40842196,MEDIUM,40.7,10,Month-to-Month,DSL,0
2203-GHNWN,0.40839547,MEDIUM,79.65,24,Month-to-Month,Fiber Optic,0
0567-GGCAC,0.40805456,MEDIUM,61.4,7,Month-to-Month,DSL,0
3571-RFHAR,0.40796596,MEDIUM,109.15,65,Month-to-Month,Fiber Optic,1
1120-BMWUB,0.4078939,MEDIUM,53.9,16,Month-to-Month,DSL,1
7874-ECPQJ,0.40768483,MEDIUM,20.05,4,Month-to-Month,,0
0380-NEAVX,0.40758908,MEDIUM,99.85,34,One Year,Fiber Optic,0
5136-GFPMB,0.40728208,MEDIUM,89.4,54,Month-to-Month,Fiber Optic,0
0975-VOOVL,0.40683714,MEDIUM,29.2,3,Month-to-Month,DSL,0
0208-BPQEJ,0.40674815,MEDIUM,19.4,12,Month-to-Month,,0
9391-YZEJW,0.40664318,MEDIUM,94.0,62,One Year,Fiber Optic,0
0228-MAUWC,0.40651226,MEDIUM,59.55,19,Month-to-Month,DSL,0
7639-SUPCW,0.40636495,MEDIUM,48.8,22,Month-to-Month,DSL,1
3594-IVHJZ,0.4055564,MEDIUM,20.45,2,Month-to-Month,,0
3629-WEAAM,0.40517563,MEDIUM,64.1,8,Month-to-Month,DSL,0
9036-CSKBW,0.40504095,MEDIUM,107.45,51,One Year,Fiber Optic,0
4439-YRNVD,0.40470693,MEDIUM,36.25,10,Month-to-Month,DSL,0
5213-TWWJU,0.40438914,MEDIUM,91.0,28,Month-to-Month,Fiber Optic,0
7203-OYKCT,0.40418386,MEDIUM,104.95,72,One Year,Fiber Optic,0
3221-CJMSG,0.40340412,MEDIUM,51.1,24,Month-to-Month,DSL,0
9839-ETQOE,0.403195,MEDIUM,40.45,43,Month-to-Month,DSL,0
9259-PACGQ,0.40173241,MEDIUM,62.65,34,Month-to-Month,Cable,1
0701-RFGFI,0.4013632,MEDIUM,95.4,49,Month-to-Month,Fiber Optic,0
7529-ZDFXI,0.40129343,MEDIUM,89.85,57,One Year,Fiber Optic,0
0564-MUUQK,0.4011711,MEDIUM,95.5,20,Month-to-Month,Fiber Optic,0
6865-JZNKO,0.40085927,MEDIUM,55.3,30,Month-to-Month,Cable,0
6620-JDYNW,0.40077534,MEDIUM,60.6,18,Month-to-Month,DSL,0
3640-JQGJG,0.40045348,MEDIUM,44.8,13,Month-to-Month,Cable,0
0376-OIWME,0.40038145,MEDIUM,93.6,36,Month-to-Month,Fiber Optic,0
9391-LMANN,0.39996865,LOW,95.95,53,One Year,Fiber Optic,0
3523-QRQLL,0.39967084,LOW,69.5,22,One Year,DSL,1
5562-BETPV,0.39961508,LOW,19.65,1,One Year,,0
6794-HKIAJ,0.39924917,LOW,90.7,62,Month-to-Month,Fiber Optic,0
5337-IIWKZ,0.39918375,LOW,44.85,34,Month-to-Month,DSL,0
0909-SDHNU,0.39917523,LOW,29.8,7,Month-to-Month,Cable,0
5921-NGYRH,0.3986731,LOW,73.55,64,Month-to-Month,Fiber Optic,0
5236-PERKL,0.39819887,LOW,112.95,57,Two Year,Fiber Optic,1
3639-XJHKQ,0.39810887,LOW,60.6,19,Month-to-Month,DSL,0
6734-CKRSM,0.39806196,LOW,20.0,3,Month-to-Month,,0
2731-GJRDG,0.39790395,LOW,109.55,32,One Year,Fiber Optic,0
2884-GBPFB,0.39789906,LOW,70.3,35,Month-to-Month,Fiber Optic,1
5995-OIGLP,0.3978565,LOW,56.65,12,Month-to-Month,Cable,1
2386-OWURY,0.3977507,LOW,95.3,58,Month-to-Month,Fiber Optic,0
4712-AUQZO,0.3975855,LOW,33.6,18,Month-to-Month,DSL,0
2157-MXBJS,0.397406,LOW,75.3,13,One Year,Cable,1
7302-ZHMHP,0.39718404,LOW,19.15,1,Month-to-Month,,0
0872-JCPIB,0.396934,LOW,65.75,17,Month-to-Month,DSL,0
3590-TCXTB,0.39683497,LOW,20.35,1,Month-to-Month,,0
3324-OIRTO,0.39634547,LOW,104.65,71,One Year,Fiber Optic,0
4628-WQCQQ,0.39611447,LOW,85.15,35,One Year,Fiber Optic,1
8003-EWNDZ,0.39584598,LOW,21.2,10,Month-to-Month,,0
0744-GKNGE,0.39578247,LOW,86.8,64,Month-to-Month,Fiber Optic,0
0956-ACVZC,0.39510885,LOW,94.1,54,One Year,Fiber Optic,0
8268-YDIXR,0.39478996,LOW,93.15,56,One Year,Fiber Optic,0
6261-LHRTG,0.39433122,LOW,54.75,26,Month-to-Month,Cable,0
7395-XWZOY,0.39425865,LOW,55.0,20,Month-to-Month,DSL,0
9972-VAFJJ,0.39419833,LOW,94.0,53,One Year,Fiber Optic,0
5084-OOVCJ,0.39378062,LOW,55.35,17,Month-to-Month,DSL,0
3807-XHCJH,0.3937001,LOW,20.0,1,Month-to-Month,,0
9700-ZCLOT,0.39355996,LOW,20.0,2,Month-to-Month,,0
8947-YRTDV,0.393128,LOW,94.8,32,One Year,Fiber Optic,0
5906-CVLHP,0.39181152,LOW,54.15,45,One Year,Cable,1
9375-MHRRS,0.39136893,LOW,50.05,6,Month-to-Month,DSL,0
5206-HPJKM,0.3913685,LOW,55.5,17,Month-to-Month,DSL,0
4808-YNLEU,0.3913397,LOW,62.15,35,One Year,DSL,0
3621-CHYVB,0.39060587,LOW,49.9,57,Month-to-Month,DSL,0
8152-UOBNY,0.39022902,LOW,106.8,50,One Year,Fiber Optic,0
8467-WYNSR,0.38995436,LOW,55.1,22,Month-to-Month,DSL,0
6352-GIGGQ,0.38966614,LOW,88.8,67,One Year,DSL,0
4081-DYXAV,0.38953254,LOW,44.85,19,One Year,DSL,1
7143-BQIBA,0.38870472,LOW,62.25,10,Month-to-Month,DSL,0
0880-FVFWF,0.38802293,LOW,86.4,56,Month-to-Month,Fiber Optic,0
9396-ZSFLL,0.38795856,LOW,48.85,15,Month-to-Month,DSL,0
5542-DHSXL,0.38775092,LOW,54.7,4,Month-to-Month,Cable,0
3580-REOAC,0.3877348,LOW,44.85,10,Month-to-Month,DSL,1
6480-YAGIY,0.38732955,LOW,112.2,45,One Year,Fiber Optic,0
0565-IYCGT,0.38713413,LOW,78.6,69,One Year,DSL,1
9572-WUKSB,0.3871049,LOW,29.9,3,Month-to-Month,DSL,0
4673-KKSLS,0.38686103,LOW,87.6,31,Month-to-Month,Fiber Optic,0
7136-RVDTZ,0.3867767,LOW,45.25,70,One Year,DSL,1
4002-BQWPQ,0.3856902,LOW,81.75,25,Month-to-Month,Cable,0
1421-HCERK,0.3852197,LOW,105.7,30,Month-to-Month,Fiber Optic,0
2791-SFVEW,0.3851933,LOW,20.15,9,Month-to-Month,,0
7636-XUHWW,0.3850632,LOW,19.9,2,Month-to-Month,,0
0237-YFUTL,0.38462546,LOW,109.65,50,Month-to-Month,Fiber Optic,0
4797-MIWUM,0.38425168,LOW,20.25,7,Month-to-Month,,0
9828-QHFBK,0.38358524,LOW,51.15,24,Month-to-Month,DSL,0
4847-TAJYI,0.38353905,LOW,89.35,6,One Year,Fiber Optic,0
2669-OIDSD,0.38345733,LOW,100.05,48,Month-to-Month,Fiber Optic,0
2320-SLKMB,0.38340536,LOW,44.45,26,Month-to-Month,Cable,0
5651-CPDND,0.38327226,LOW,46.0,10,Month-to-Month,DSL,0
9979-RGMZT,0.38298565,LOW,94.05,7,One Year,Fiber Optic,0
8374-XGEJJ,0.38276643,LOW,101.0,43,Month-to-Month,Fiber Optic,1
8985-OOPOS,0.38261038,LOW,74.1,1,One Year,DSL,0
7876-BEUTG,0.38256216,LOW,48.8,15,Month-to-Month,DSL,0
0691-IFBQW,0.38236752,LOW,110.0,46,One Year,Fiber Optic,1
4925-LMHOK,0.38227302,LOW,58.6,15,Month-to-Month,DSL,1
6655-LHBYW,0.382206,LOW,114.35,50,One Year,Fiber Optic,0
0384-RVBPI,0.38211876,LOW,64.4,20,Month-to-Month,DSL,0
3566-VVORZ,0.38131928,LOW,45.9,12,Month-to-Month,DSL,0
4672-FOTSD,0.38107187,LOW,67.25,12,Month-to-Month,DSL,0
2055-BFOCC,0.38081282,LOW,84.0,63,One Year,DSL,0
0691-JVSYA,0.38055214,LOW,94.85,53,One Year,Fiber Optic,1
2709-UQGNP,0.38051254,LOW,51.65,10,Month-to-Month,Cable,0
7821-DPRQE,0.38035983,LOW,107.7,68,Month-to-Month,Fiber Optic,0
5981-ZVXOT,0.3802121,LOW,108.35,35,One Year,Fiber Optic,0
6180-YBIQI,0.37990388,LOW,24.3,5,Month-to-Month,DSL,0
0655-YDGFJ,0.3797569,LOW,48.95,29,Month-to-Month,DSL,0
9822-BIIGN,0.3797105,LOW,71.85,53,Month-to-Month,Cable,0
6207-WIOLX,0.37929764,LOW,58.6,25,Month-to-Month,DSL,1
9873-MNDKV,0.37920046,LOW,44.65,11,Month-to-Month,DSL,0
5951-AOFIH,0.37919563,LOW,66.4,33,Month-to-Month,Cable,0
5977-CKHON,0.37882584,LOW,92.55,43,Month-to-Month,Fiber Optic,0
4657-FWVFY,0.37849113,LOW,96.35,40,Month-to-Month,Fiber Optic,0
3981-QSVQI,0.3783867,LOW,19.7,8,Month-to-Month,,0
3255-GRXMG,0.37825358,LOW,45.65,18,Month-to-Month,DSL,0
2937-FTHUR,0.37817922,LOW,64.8,18,Month-to-Month,DSL,0
4115-NZRKS,0.3779727,LOW,89.15,7,One Year,Fiber Optic,0
0060-FUALY,0.37771222,LOW,94.75,59,Month-to-Month,Fiber Optic,0
4374-YMUSQ,0.37751907,LOW,116.25,34,One Year,Fiber Optic,0
9909-DFRJA,0.37745214,LOW,95.85,26,One Year,Fiber Optic,0
5843-TTHGI,0.37741953,LOW,50.0,18,Month-to-Month,DSL,0
4693-VWVBO,0.37731895,LOW,19.55,3,Month-to-Month,,0
8133-ANHHJ,0.37719762,LOW,103.0,49,One Year,Fiber Optic,0
8100-HZZLJ,0.3771346,LOW,63.95,43,Month-to-Month,Cable,0
9817-APLHW,0.37658733,LOW,25.0,12,Month-to-Month,,0
7382-DFJTU,0.37646455,LOW,55.2,18,Month-to-Month,DSL,0
7854-EDSSA,0.37642372,LOW,59.0,22,Month-to-Month,Cable,1
9770-LXDBK,0.37639952,LOW,20.4,3,Month-to-Month,,0
8910-ICHIU,0.37628654,LOW,95.65,46,One Year,Fiber Optic,0
3096-YXENJ,0.37612623,LOW,107.65,65,Two Year,Fiber Optic,0
0048-LUMLS,0.37585935,LOW,91.2,37,One Year,Fiber Optic,0
0578-SKVMF,0.3756185,LOW,83.3,22,Month-to-Month,Cable,1
6647-ZEDXT,0.37539396,LOW,110.45,30,One Year,Fiber Optic,0
8050-WYBND,0.3747701,LOW,49.45,22,One Year,DSL,0
5223-UZAVK,0.37475988,LOW,100.3,64,One Year,Fiber Optic,0
3865-YIOTT,0.37472636,LOW,106.1,72,One Year,Fiber Optic,0
4452-QIIEB,0.37451828,LOW,43.9,7,Month-to-Month,DSL,0
1258-YMZNM,0.37440872,LOW,110.5,27,One Year,Fiber Optic,0
3863-QSTYI,0.37433422,LOW,64.65,59,Month-to-Month,Cable,0
2018-PZKMU,0.37411973,LOW,103.1,9,Month-to-Month,Fiber Optic,0
9027-YFHQJ,0.37358683,LOW,25.05,7,Month-to-Month,,0
3092-IGHWF,0.37305874,LOW,87.4,67,One Year,Cable,1
7966-YOTQW,0.37278154,LOW,54.5,10,Month-to-Month,DSL,0
1104-FEJAM,0.37273964,LOW,64.4,28,Month-to-Month,DSL,0
3893-JRNFS,0.37217277,LOW,39.9,68,Month-to-Month,DSL,0
3727-JEZTU,0.37203434,LOW,20.4,1,Month-to-Month,,0
6368-NWMCE,0.3714146,LOW,68.15,38,Month-to-Month,DSL,0
2946-KIQSP,0.37120107,LOW,33.45,35,Month-to-Month,Cable,0
8095-WANWK,0.37112722,LOW,45.25,10,Month-to-Month,DSL,0
5628-RKIFK,0.37112597,LOW,101.55,49,One Year,Fiber Optic,0
5639-NTUPK,0.37085265,LOW,52.1,13,Month-to-Month,Cable,0
5202-IVJNU,0.3706708,LOW,30.1,39,Month-to-Month,DSL,1
0594-UFTUL,0.37028486,LOW,19.85,13,Month-to-Month,,0
7016-BPGEU,0.37006935,LOW,25.1,29,Month-to-Month,Cable,1
5215-LNLDJ,0.37000114,LOW,24.7,7,Month-to-Month,DSL,0
3806-YAZOV,0.36951697,LOW,18.8,3,Month-to-Month,,0
2452-SNHFZ,0.36905187,LOW,75.45,47,Month-to-Month,Fiber Optic,0
5499-ECUTN,0.36874908,LOW,66.05,47,One Year,DSL,0
2908-ZTPNF,0.36857742,LOW,34.85,36,Month-to-Month,Cable,0
5606-AMZBO,0.36831823,LOW,78.15,10,Month-to-Month,Fiber Optic,0
4032-RMHCI,0.36827922,LOW,35.4,41,One Year,Cable,0
3717-LNXKW,0.36814895,LOW,91.7,38,Month-to-Month,Fiber Optic,0
5119-NZPTV,0.36802515,LOW,70.1,2,Month-to-Month,Fiber Optic,0
4188-FRABG,0.36711502,LOW,103.05,57,Month-to-Month,Fiber Optic,0
5127-BZENZ,0.36711022,LOW,65.2,56,One Year,DSL,0
5478-JJVZK,0.36657172,LOW,60.9,33,Month-to-Month,DSL,0
2530-ENDWQ,0.3664116,LOW,93.7,71,Two Year,Fiber Optic,1
2504-DSHIH,0.3661433,LOW,86.8,23,One Year,Fiber Optic,0
9578-FOMUK,0.36602896,LOW,24.8,15,Month-to-Month,,0
9099-FTUHS,0.3658703,LOW,54.4,23,Month-to-Month,Cable,0
5820-PTRYM,0.3654384,LOW,68.45,56,One Year,Cable,0
4430-YHXGG,0.36492246,LOW,25.45,4,Month-to-Month,,0
6131-FOYAS,0.36481822,LOW,59.6,35,Month-to-Month,DSL,0
9972-NKTFD,0.36462697,LOW,54.65,28,Month-to-Month,Cable,0
8944-AILEF,0.36409125,LOW,19.45,15,Month-to-Month,,0
4501-VCPFK,0.3639578,LOW,35.75,26,Month-to-Month,Cable,0
5327-CNLUQ,0.36387524,LOW,96.9,48,Two Year,Fiber Optic,0
0378-XSZPU,0.36362293,LOW,60.3,58,One Year,Cable,1
8124-NZVGJ,0.36339658,LOW,49.25,6,One Year,Cable,0
3982-XWFZQ,0.36335656,LOW,50.25,42,Month-to-Month,Cable,1
0247-SLUJI,0.3632382,LOW,19.7,1,Month-to-Month,,0
8887-IPQNC,0.36295366,LOW,44.25,7,Month-to-Month,DSL,0
3703-TTEPD,0.3626938,LOW,65.35,21,Month-to-Month,DSL,0
8294-UIMBA,0.36246508,LOW,94.4,30,One Year,Fiber Optic,0
5702-SKUOB,0.3624441,LOW,19.6,4,Month-to-Month,,0
1469-LBJQJ,0.36239436,LOW,105.2,66,Month-to-Month,Fiber Optic,0
6804-GDMOI,0.36197105,LOW,106.6,61,Two Year,Fiber Optic,1
9163-GHAYE,0.36183488,LOW,48.85,15,Month-to-Month,Cable,0
6682-QJDGB,0.36110476,LOW,55.25,40,Month-to-Month,DSL,1
0584-BJQGZ,0.3608912,LOW,78.35,25,Month-to-Month,Cable,0
7670-ZBPOQ,0.36088404,LOW,61.05,58,One Year,DSL,0
4767-HZZHQ,0.360018,LOW,82.05,30,Month-to-Month,Fiber Optic,0
2972-YDYUW,0.3598753,LOW,94.7,57,One Year,Fiber Optic,0
9330-VOFSZ,0.35956734,LOW,110.8,60,Two Year,Fiber Optic,0
1710-RCXUS,0.35942912,LOW,90.35,51,One Year,Fiber Optic,0
7797-EJMDP,0.35919216,LOW,66.05,8,Month-to-Month,DSL,0
2137-DQMEV,0.35904953,LOW,44.8,68,One Year,DSL,0
8150-QUDFX,0.35882175,LOW,19.85,2,Month-to-Month,,0
3890-RTCMS,0.3583647,LOW,49.45,16,Month-to-Month,DSL,0
0137-UDEUO,0.35833058,LOW,19.85,3,Month-to-Month,,1
3086-RUCRN,0.35781738,LOW,103.1,66,Month-to-Month,Fiber Optic,0
8967-SZQAS,0.35773262,LOW,50.45,14,Month-to-Month,DSL,0
1699-HPSBG,0.3557735,LOW,59.8,12,One Year,Cable,1
2368-GAKKQ,0.35573205,LOW,113.65,70,Two Year,Fiber Optic,0
3345-JHUEO,0.3555208,LOW,20.2,4,Month-to-Month,,0
8979-CAMGB,0.35551998,LOW,102.1,64,One Year,Fiber Optic,0
0872-CASZJ,0.35541227,LOW,69.1,59,One Year,Cable,0
4929-ROART,0.3552582,LOW,56.25,18,Month-to-Month,Cable,0
1218-VKFPE,0.35510516,LOW,19.0,12,Month-to-Month,,1
8205-OTCHB,0.35507232,LOW,43.75,22,One Year,DSL,1
3896-RCYYE,0.3539982,LOW,53.4,67,Month-to-Month,DSL,0
3316-UWXUY,0.3534973,LOW,93.5,50,Month-to-Month,Fiber Optic,0
0701-TJSEF,0.35294154,LOW,68.25,9,Month-to-Month,Cable,0
9546-KDTRB,0.35272852,LOW,24.7,19,Month-to-Month,,0
7629-WIXZF,0.3524182,LOW,59.1,7,One Year,DSL,0
4939-KYYPY,0.35230893,LOW,59.45,27,Month-to-Month,Cable,0
5624-RYAMH,0.351931,LOW,19.5,9,Month-to-Month,,0
0991-BRRFB,0.35191205,LOW,49.4,18,Month-to-Month,DSL,1
4177-JPDFU,0.35160372,LOW,34.0,12,Month-to-Month,Cable,0
6137-NICCO,0.3511601,LOW,94.05,6,Month-to-Month,Fiber Optic,0
8591-NXRCV,0.35096303,LOW,74.65,41,Month-to-Month,DSL,0
3011-WQKSZ,0.35090634,LOW,20.0,19,Month-to-Month,,0
7272-QDCKA,0.35083765,LOW,100.2,28,One Year,Fiber Optic,0
4456-RHSNB,0.35071978,LOW,49.6,19,Month-to-Month,DSL,0
5195-KPUNQ,0.3506739,LOW,96.75,53,One Year,Fiber Optic,0
2458-EOMRE,0.35045174,LOW,64.05,11,Month-to-Month,DSL,0
4283-IVYCI,0.34988913,LOW,64.95,9,Month-to-Month,Cable,0
7471-MQPOS,0.3493487,LOW,72.9,71,One Year,DSL,0
1548-FEHVL,0.34919643,LOW,106.2,61,Month-to-Month,Fiber Optic,0
1114-CENIM,0.34906742,LOW,55.0,54,Month-to-Month,Cable,1
4504-YOULA,0.34862766,LOW,59.45,35,Month-to-Month,DSL,0
2782-JEEBU,0.34854472,LOW,36.0,21,Month-to-Month,DSL,0
5445-PZWGX,0.34809664,LOW,102.0,62,One Year,Fiber Optic,1
7921-LMDFQ,0.34783077,LOW,94.0,51,One Year,Fiber Optic,0
2773-OVBPK,0.34646243,LOW,111.3,67,Two Year,Fiber Optic,0
7326-RIGQZ,0.3464011,LOW,69.8,6,Month-to-Month,Fiber Optic,0
7746-AWNQW,0.34623483,LOW,35.75,28,Month-to-Month,DSL,0
4429-WYGFR,0.34619778,LOW,49.15,26,Month-to-Month,DSL,0
7526-IVLYU,0.34563446,LOW,19.65,3,Month-to-Month,,0
0620-XEFWH,0.34557337,LOW,18.85,4,Month-to-Month,,0
3594-UVONA,0.34549102,LOW,85.95,35,One Year,Cable,1
9115-YQHGA,0.3454038,LOW,51.1,40,Month-to-Month,DSL,0
6559-ILWKJ,0.3451208,LOW,49.35,71,Two Year,Cable,1
3521-MNKLV,0.34483904,LOW,49.7,24,Month-to-Month,DSL,0
5353-WILCI,0.34462053,LOW,56.05,28,Month-to-Month,Cable,0
6481-LXPWL,0.34443632,LOW,36.1,56,One Year,DSL,0
2667-WYLWJ,0.344229,LOW,19.75,8,One Year,,1
9470-XCCEM,0.34338695,LOW,89.65,35,Month-to-Month,Fiber Optic,0
6689-VRRTK,0.34333962,LOW,109.8,44,One Year,Fiber Optic,0
2522-AHJXR,0.34268606,LOW,109.45,60,Month-to-Month,Fiber Optic,0
9086-YJYXS,0.34219348,LOW,77.2,34,One Year,Cable,0
5447-VYTKW,0.34216067,LOW,53.45,27,Month-to-Month,Cable,0
0565-JUPYD,0.3420611,LOW,104.5,63,One Year,Fiber Optic,0
3714-XPXBW,0.34169906,LOW,78.9,37,Month-to-Month,DSL,0
9820-RMCQV,0.34168613,LOW,48.55,11,Month-to-Month,DSL,1
0939-EREMR,0.34156677,LOW,53.45,13,Month-to-Month,Cable,0
1555-DJEQW,0.34132513,LOW,114.2,70,Two Year,Fiber Optic,1
3606-SBKRY,0.34131312,LOW,50.05,31,One Year,DSL,0
0440-MOGPM,0.3410732,LOW,80.55,41,One Year,DSL,0
4488-PSYCG,0.34105378,LOW,20.25,16,Month-to-Month,,1
1216-JWVUX,0.34070706,LOW,75.5,25,Month-to-Month,Fiber Optic,0
8023-QHAIO,0.34064427,LOW,76.85,56,Month-to-Month,Fiber Optic,0
4826-DXMUP,0.34047174,LOW,72.1,35,One Year,DSL,0
1697-BCSHV,0.34028742,LOW,66.8,58,Month-to-Month,DSL,0
4612-SSVHJ,0.3402516,LOW,81.45,20,One Year,Fiber Optic,0
4682-BLBUC,0.33999455,LOW,70.95,44,One Year,DSL,0
0670-ANMUU,0.33968428,LOW,97.65,71,One Year,Fiber Optic,0
2225-ZRGSG,0.3390614,LOW,93.9,70,Two Year,Fiber Optic,1
8746-OQQRW,0.33885908,LOW,25.25,4,Month-to-Month,,0
8317-BVKSO,0.33843035,LOW,20.05,14,Month-to-Month,,0
5701-ZIKJE,0.33835337,LOW,50.55,13,Month-to-Month,DSL,0
0142-GVYSN,0.33797744,LOW,20.3,26,Month-to-Month,,0
1078-TDCRN,0.33771747,LOW,30.75,3,Month-to-Month,DSL,0
7964-ZRKKG,0.33762127,LOW,88.4,67,One Year,Fiber Optic,0
3701-SFMUH,0.33756888,LOW,69.7,7,Month-to-Month,Cable,0
8314-DPQHL,0.33741847,LOW,50.8,9,One Year,DSL,0
9101-NTIXF,0.33727646,LOW,19.4,2,Month-to-Month,,0
8563-IIOXK,0.33695322,LOW,49.75,7,One Year,DSL,1
